ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;DELITO ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);25/07/2018;;FEMENINO;ADULTOS;5001000;1
NO REPORTADO;ANTIOQUIA;TURBO;25/07/2018;;FEMENINO;ADOLESCENTES;5837000;1
NO REPORTADO;ARAUCA;SARAVENA;25/07/2018;;FEMENINO;MENORES;81736000;1
NO REPORTADO;ATLÁNTICO;BARRANQUILLA (CT);25/07/2018;;MASCULINO;MENORES;8001000;1
NO REPORTADO;BOLÍVAR;MAGANGUÉ;25/07/2018;;FEMENINO;ADULTOS;13430000;1
NO REPORTADO;CAUCA;VILLA RICA;25/07/2018;;FEMENINO;ADULTOS;19845000;1
NO REPORTADO;CESAR;VALLEDUPAR (CT);25/07/2018;;FEMENINO;ADULTOS;20001000;1
NO REPORTADO;CHOCÓ;QUIBDÓ (CT);25/07/2018;;FEMENINO;ADULTOS;27001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/07/2018;;FEMENINO;ADOLESCENTES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/07/2018;;FEMENINO;ADULTOS;11001000;9
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/07/2018;;FEMENINO;MENORES;11001000;9
NO REPORTADO;CUNDINAMARCA;FUNZA;25/07/2018;;FEMENINO;ADULTOS;25286000;1
NO REPORTADO;CUNDINAMARCA;FUSAGASUGÁ;25/07/2018;;FEMENINO;ADULTOS;25290000;1
NO REPORTADO;CUNDINAMARCA;GUAYABETAL;25/07/2018;;FEMENINO;ADOLESCENTES;25335000;2
NO REPORTADO;CUNDINAMARCA;GUTIÉRREZ;25/07/2018;;MASCULINO;MENORES;25339000;1
NO REPORTADO;CUNDINAMARCA;MADRID;25/07/2018;;FEMENINO;ADULTOS;25430000;1
NO REPORTADO;CUNDINAMARCA;MADRID;25/07/2018;;FEMENINO;MENORES;25430000;1
NO REPORTADO;CUNDINAMARCA;SAN JUAN DE RÍO SECO;25/07/2018;;FEMENINO;ADOLESCENTES;25662000;1
NO REPORTADO;CUNDINAMARCA;SIBATÉ;25/07/2018;;FEMENINO;ADULTOS;25740000;1
NO REPORTADO;CUNDINAMARCA;SOACHA;25/07/2018;;FEMENINO;ADULTOS;25754000;4
NO REPORTADO;CUNDINAMARCA;TENJO;25/07/2018;;FEMENINO;ADULTOS;25799000;1
NO REPORTADO;CUNDINAMARCA;ZIPAQUIRÁ;25/07/2018;;FEMENINO;ADULTOS;25899000;1
NO REPORTADO;HUILA;GARZÓN;25/07/2018;;FEMENINO;MENORES;41298000;1
NO REPORTADO;RISARALDA;DOSQUEBRADAS;25/07/2018;;FEMENINO;ADULTOS;66170000;1
NO REPORTADO;TOLIMA;ATACO;25/07/2018;;FEMENINO;ADULTOS;73067000;2
NO REPORTADO;VALLE;BUENAVENTURA;25/07/2018;;FEMENINO;ADOLESCENTES;76109000;1
SIN EMPLEO DE ARMAS;AMAZONAS;LETICIA (CT);25/07/2018;;FEMENINO;MENORES;91001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;GIRARDOTA;25/07/2018;;MASCULINO;ADULTOS;5308000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;MEDELLÍN (CT);25/07/2018;;FEMENINO;MENORES;5001000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;MALAMBO;25/07/2018;;FEMENINO;MENORES;8433000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;SOLEDAD;25/07/2018;;MASCULINO;MENORES;8758000;1
SIN EMPLEO DE ARMAS;BOLÍVAR;CARTAGENA (CT);25/07/2018;;FEMENINO;ADULTOS;13001000;2
SIN EMPLEO DE ARMAS;BOLÍVAR;TURBACO;25/07/2018;;MASCULINO;ADULTOS;13836000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TUNJA (CT);25/07/2018;;FEMENINO;ADULTOS;15001000;1
SIN EMPLEO DE ARMAS;CALDAS;CHINCHINÁ;25/07/2018;;FEMENINO;ADOLESCENTES;17174000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);25/07/2018;;FEMENINO;ADOLESCENTES;17001000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);25/07/2018;;FEMENINO;MENORES;17001000;1
SIN EMPLEO DE ARMAS;CAUCA;POPAYÁN (CT);25/07/2018;;FEMENINO;MENORES;19001000;1
SIN EMPLEO DE ARMAS;CAUCA;SANTANDER DE QUILICHAO;25/07/2018;;FEMENINO;MENORES;19698000;1
SIN EMPLEO DE ARMAS;CESAR;CURUMANÍ;25/07/2018;;FEMENINO;ADOLESCENTES;20228000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;MONTELÍBANO;25/07/2018;;FEMENINO;ADULTOS;23466000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/07/2018;;FEMENINO;ADULTOS;11001000;1
SIN EMPLEO DE ARMAS;HUILA;CAMPOALEGRE;25/07/2018;;FEMENINO;MENORES;41132000;1
SIN EMPLEO DE ARMAS;HUILA;LA PLATA;25/07/2018;;MASCULINO;MENORES;41396000;1
SIN EMPLEO DE ARMAS;HUILA;NEIVA (CT);25/07/2018;;FEMENINO;ADULTOS;41001000;1
SIN EMPLEO DE ARMAS;HUILA;TARQUI;25/07/2018;;FEMENINO;MENORES;41791000;1
SIN EMPLEO DE ARMAS;MAGDALENA;SANTA MARTA (CT);25/07/2018;;FEMENINO;MENORES;47001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);25/07/2018;;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;SANDONÁ;25/07/2018;;FEMENINO;MENORES;52683000;1
SIN EMPLEO DE ARMAS;NORTE DE SANTANDER;CÚCUTA (CT);25/07/2018;;MASCULINO;ADOLESCENTES;54001000;1
SIN EMPLEO DE ARMAS;QUINDÍO;CÓRDOBA;25/07/2018;;FEMENINO;MENORES;63212000;1
SIN EMPLEO DE ARMAS;RISARALDA;BALBOA;25/07/2018;;FEMENINO;ADOLESCENTES;66075000;1
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);25/07/2018;;FEMENINO;ADOLESCENTES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);25/07/2018;;FEMENINO;MENORES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;CIMITARRA;25/07/2018;;FEMENINO;MENORES;68190000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);25/07/2018;;FEMENINO;ADOLESCENTES;76001000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);25/07/2018;;FEMENINO;ADULTOS;76001000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);25/07/2018;;FEMENINO;MENORES;76001000;1
SIN EMPLEO DE ARMAS;VALLE;JAMUNDÍ;25/07/2018;;FEMENINO;MENORES;76364000;1
SIN EMPLEO DE ARMAS;VALLE;TULUÁ;25/07/2018;;FEMENINO;ADULTOS;76834000;1
SIN EMPLEO DE ARMAS;VALLE;YUMBO;25/07/2018;;MASCULINO;ADOLESCENTES;76892000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;LA ESTRELLA;26/07/2018;;FEMENINO;ADOLESCENTES;5380000;1
ARMA BLANCA / CORTOPUNZANTE;CASANARE;CHAMEZA;26/07/2018;;FEMENINO;ADULTOS;85015000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);26/07/2018;;FEMENINO;ADOLESCENTES;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;SAN ANDRES DE TUMACO;26/07/2018;;FEMENINO;ADULTOS;52835000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);26/07/2018;;FEMENINO;ADOLESCENTES;63001000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);26/07/2018;;FEMENINO;MENORES;63001000;1
ARMA BLANCA / CORTOPUNZANTE;RISARALDA;DOSQUEBRADAS;26/07/2018;;FEMENINO;ADULTOS;66170000;1
CONTUNDENTES;ATLÁNTICO;BARRANQUILLA (CT);26/07/2018;;FEMENINO;ADOLESCENTES;8001000;1
CONTUNDENTES;ATLÁNTICO;SOLEDAD;26/07/2018;;FEMENINO;ADOLESCENTES;8758000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);26/07/2018;;FEMENINO;ADULTOS;13001000;1
CONTUNDENTES;BOYACÁ;TUNJA (CT);26/07/2018;;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;TUTA;26/07/2018;;FEMENINO;ADULTOS;15837000;1
CONTUNDENTES;BOYACÁ;VILLA DE LEYVA;26/07/2018;;MASCULINO;MENORES;15407000;1
CONTUNDENTES;CALDAS;MANIZALES (CT);26/07/2018;;FEMENINO;ADOLESCENTES;17001000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);26/07/2018;;FEMENINO;MENORES;18001000;1
CONTUNDENTES;CAUCA;INZÁ;26/07/2018;;FEMENINO;ADULTOS;19355000;1
CONTUNDENTES;CESAR;VALLEDUPAR (CT);26/07/2018;;FEMENINO;ADULTOS;20001000;1
CONTUNDENTES;CÓRDOBA;MONTERÍA (CT);26/07/2018;;MASCULINO;ADOLESCENTES;23001000;1
CONTUNDENTES;CÓRDOBA;PLANETA RICA;26/07/2018;;FEMENINO;ADOLESCENTES;23555000;1
CONTUNDENTES;CÓRDOBA;PLANETA RICA;26/07/2018;;FEMENINO;MENORES;23555000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;ADOLESCENTES;11001000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;MENORES;11001000;1
CONTUNDENTES;META;GRANADA;26/07/2018;;FEMENINO;MENORES;50313000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);26/07/2018;;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);26/07/2018;;FEMENINO;ADOLESCENTES;52001000;1
CONTUNDENTES;NARIÑO;TÚQUERRES;26/07/2018;;FEMENINO;ADOLESCENTES;52838000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;26/07/2018;;FEMENINO;ADOLESCENTES;68276000;1
CONTUNDENTES;SUCRE;SINCELEJO (CT);26/07/2018;;FEMENINO;ADOLESCENTES;70001000;1
CONTUNDENTES;VALLE;CALI (CT);26/07/2018;;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/07/2018;;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;JAMUNDÍ;26/07/2018;;FEMENINO;ADULTOS;76364000;1
CONTUNDENTES;VALLE;YUMBO;26/07/2018;;FEMENINO;ADULTOS;76892000;1
CONTUNDENTES;VALLE;YUMBO;26/07/2018;;MASCULINO;ADOLESCENTES;76892000;1
ESCOPOLAMINA;CÓRDOBA;TIERRALTA;26/07/2018;;MASCULINO;ADULTOS;23807000;1
NO REPORTADO;ANTIOQUIA;EL CARMEN DE VIBORAL;26/07/2018;;FEMENINO;MENORES;5148000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/07/2018;;FEMENINO;ADULTOS;5001000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/07/2018;;MASCULINO;MENORES;5001000;1
NO REPORTADO;ANTIOQUIA;TÁMESIS;26/07/2018;;FEMENINO;ADULTOS;5789000;1
NO REPORTADO;ANTIOQUIA;ZARAGOZA;26/07/2018;;FEMENINO;ADOLESCENTES;5895000;1
NO REPORTADO;ARAUCA;ARAUCA (CT);26/07/2018;;FEMENINO;ADULTOS;81001000;1
NO REPORTADO;ARAUCA;ARAUCA (CT);26/07/2018;;FEMENINO;MENORES;81001000;1
NO REPORTADO;ARAUCA;CRAVO NORTE;26/07/2018;;FEMENINO;ADULTOS;81220000;1
NO REPORTADO;ATLÁNTICO;JUAN DE ACOSTA;26/07/2018;;FEMENINO;ADULTOS;8372000;1
NO REPORTADO;ATLÁNTICO;LURUACO;26/07/2018;;FEMENINO;ADULTOS;8421000;1
NO REPORTADO;BOYACÁ;PUERTO BOYACÁ;26/07/2018;;FEMENINO;ADULTOS;15572000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;ADOLESCENTES;11001000;4
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;ADULTOS;11001000;5
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;FEMENINO;MENORES;11001000;7
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/07/2018;;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;COTA;26/07/2018;;FEMENINO;ADULTOS;25214000;1
NO REPORTADO;CUNDINAMARCA;FUNZA;26/07/2018;;FEMENINO;ADULTOS;25286000;1
NO REPORTADO;CUNDINAMARCA;MADRID;26/07/2018;;FEMENINO;ADULTOS;25430000;1
NO REPORTADO;CUNDINAMARCA;PARATEBUENO;26/07/2018;;FEMENINO;ADULTOS;25530000;1
NO REPORTADO;CUNDINAMARCA;QUEBRADANEGRA;26/07/2018;;FEMENINO;MENORES;25592000;1
NO REPORTADO;CUNDINAMARCA;SOACHA;26/07/2018;;FEMENINO;ADULTOS;25754000;2
NO REPORTADO;GUAJIRA;RIOHACHA (CT);26/07/2018;;FEMENINO;MENORES;44001000;1
NO REPORTADO;TOLIMA;IBAGUÉ (CT);26/07/2018;;FEMENINO;MENORES;73001000;1
NO REPORTADO;TOLIMA;PLANADAS;26/07/2018;;FEMENINO;ADULTOS;73555000;1
NO REPORTADO;VICHADA;CUMARIBO;26/07/2018;;FEMENINO;MENORES;99773000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;MEDELLÍN (CT);26/07/2018;;FEMENINO;MENORES;5001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;SONSON;26/07/2018;;MASCULINO;MENORES;5756000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;TÁMESIS;26/07/2018;;FEMENINO;ADOLESCENTES;5789000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;BARRANQUILLA (CT);26/07/2018;;FEMENINO;ADOLESCENTES;8001000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;BARRANQUILLA (CT);26/07/2018;;FEMENINO;ADULTOS;8001000;1
SIN EMPLEO DE ARMAS;BOLÍVAR;SAN JACINTO;26/07/2018;;FEMENINO;MENORES;13654000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TUNJA (CT);26/07/2018;;MASCULINO;MENORES;15001000;1
SIN EMPLEO DE ARMAS;BOYACÁ;VILLA DE LEYVA;26/07/2018;;MASCULINO;MENORES;15407000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);26/07/2018;;FEMENINO;MENORES;17001000;1
SIN EMPLEO DE ARMAS;CAQUETÁ;PUERTO RICO;26/07/2018;;FEMENINO;ADOLESCENTES;18592000;1
SIN EMPLEO DE ARMAS;CAUCA;MORALES;26/07/2018;;FEMENINO;MENORES;19473000;1
SIN EMPLEO DE ARMAS;CAUCA;POPAYÁN (CT);26/07/2018;;FEMENINO;MENORES;19001000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;MONTERÍA (CT);26/07/2018;;FEMENINO;MENORES;23001000;1
SIN EMPLEO DE ARMAS;HUILA;NEIVA (CT);26/07/2018;;FEMENINO;ADOLESCENTES;41001000;1
SIN EMPLEO DE ARMAS;HUILA;PITALITO;26/07/2018;;FEMENINO;MENORES;41551000;1
SIN EMPLEO DE ARMAS;HUILA;TIMANÁ;26/07/2018;;FEMENINO;ADOLESCENTES;41807000;1
SIN EMPLEO DE ARMAS;HUILA;VILLAVIEJA;26/07/2018;;FEMENINO;ADOLESCENTES;41872000;1
SIN EMPLEO DE ARMAS;MAGDALENA;SANTA MARTA (CT);26/07/2018;;FEMENINO;MENORES;47001000;2
SIN EMPLEO DE ARMAS;META;RESTREPO;26/07/2018;;FEMENINO;ADULTOS;50606000;1
SIN EMPLEO DE ARMAS;META;VILLAVICENCIO (CT);26/07/2018;;FEMENINO;MENORES;50001000;2
SIN EMPLEO DE ARMAS;NARIÑO;IPIALES;26/07/2018;;FEMENINO;MENORES;52356000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);26/07/2018;;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;QUINDÍO;LA TEBAIDA;26/07/2018;;FEMENINO;ADOLESCENTES;63401000;1
SIN EMPLEO DE ARMAS;RISARALDA;PEREIRA (CT);26/07/2018;;FEMENINO;MENORES;66001000;1
SIN EMPLEO DE ARMAS;RISARALDA;QUINCHÍA;26/07/2018;;FEMENINO;MENORES;66594000;1
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);26/07/2018;;FEMENINO;ADOLESCENTES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);26/07/2018;;MASCULINO;MENORES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;FLORIDABLANCA;26/07/2018;;FEMENINO;MENORES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;GIRÓN;26/07/2018;;FEMENINO;MENORES;68307000;1
SIN EMPLEO DE ARMAS;TOLIMA;HONDA;26/07/2018;;FEMENINO;MENORES;73349000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);26/07/2018;;FEMENINO;ADOLESCENTES;76001000;2
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);26/07/2018;;FEMENINO;MENORES;76001000;5
SIN EMPLEO DE ARMAS;VALLE;DAGUA;26/07/2018;;FEMENINO;ADULTOS;76233000;1
SIN EMPLEO DE ARMAS;VALLE;DAGUA;26/07/2018;;FEMENINO;MENORES;76233000;2
SIN EMPLEO DE ARMAS;VALLE;PALMIRA;26/07/2018;;FEMENINO;MENORES;76520000;3
SIN EMPLEO DE ARMAS;VALLE;PALMIRA;26/07/2018;;MASCULINO;MENORES;76520000;1
SIN EMPLEO DE ARMAS;VALLE;YUMBO;26/07/2018;;FEMENINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);27/07/2018;;FEMENINO;ADULTOS;5001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);27/07/2018;;FEMENINO;MENORES;5001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;SABANETA;27/07/2018;;FEMENINO;MENORES;5631000;2
ARMA BLANCA / CORTOPUNZANTE;ATLÁNTICO;BARRANQUILLA (CT);27/07/2018;;FEMENINO;ADULTOS;8001000;1
ARMA BLANCA / CORTOPUNZANTE;CALDAS;ANSERMA;27/07/2018;;MASCULINO;MENORES;17042000;1
ARMA BLANCA / CORTOPUNZANTE;CALDAS;RIOSUCIO;27/07/2018;;FEMENINO;ADULTOS;17614000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);27/07/2018;;MASCULINO;MENORES;63001000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;BUENAVISTA;27/07/2018;;FEMENINO;ADOLESCENTES;63111000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;ESPINAL;27/07/2018;;FEMENINO;MENORES;73268000;1
CONTUNDENTES;ATLÁNTICO;BARRANQUILLA (CT);27/07/2018;;MASCULINO;ADOLESCENTES;8001000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;13001000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);27/07/2018;;FEMENINO;ADULTOS;13001000;2
CONTUNDENTES;CALDAS;MANIZALES (CT);27/07/2018;;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);27/07/2018;;FEMENINO;ADULTOS;18001000;2
CONTUNDENTES;CAQUETÁ;PUERTO RICO;27/07/2018;;FEMENINO;ADOLESCENTES;18592000;1
CONTUNDENTES;CASANARE;YOPAL (CT);27/07/2018;;FEMENINO;ADOLESCENTES;85001000;1
CONTUNDENTES;CÓRDOBA;CIÉNAGA DE ORO;27/07/2018;;FEMENINO;MENORES;23189000;1
CONTUNDENTES;CUNDINAMARCA;PUERTO SALGAR;27/07/2018;;FEMENINO;ADULTOS;25572000;1
CONTUNDENTES;GUAJIRA;BARRANCAS;27/07/2018;;FEMENINO;ADOLESCENTES;44078000;1
CONTUNDENTES;HUILA;NEIVA (CT);27/07/2018;;FEMENINO;ADULTOS;41001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);27/07/2018;;FEMENINO;ADULTOS;50001000;2
CONTUNDENTES;NARIÑO;PASTO (CT);27/07/2018;;FEMENINO;ADOLESCENTES;52001000;1
CONTUNDENTES;RISARALDA;SANTA ROSA DE CABAL;27/07/2018;;FEMENINO;ADULTOS;66682000;2
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);27/07/2018;;MASCULINO;MENORES;68001000;1
CONTUNDENTES;SUCRE;GALERAS;27/07/2018;;FEMENINO;ADOLESCENTES;70235000;1
CONTUNDENTES;SUCRE;SINCELEJO (CT);27/07/2018;;FEMENINO;MENORES;70001000;1
CONTUNDENTES;VALLE;CALI (CT);27/07/2018;;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/07/2018;;MASCULINO;ADULTOS;76001000;1
ESCOPOLAMINA;CÓRDOBA;MONTERÍA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;23001000;1
ESCOPOLAMINA;VALLE;CALI (CT);27/07/2018;;FEMENINO;ADOLESCENTES;76001000;1
NO REPORTADO;ANTIOQUIA;ANGELÓPOLIS;27/07/2018;;FEMENINO;ADULTOS;5036000;7
NO REPORTADO;ANTIOQUIA;ANGELÓPOLIS;27/07/2018;;MASCULINO;ADULTOS;5036000;1
NO REPORTADO;ANTIOQUIA;CONCEPCIÓN;27/07/2018;;FEMENINO;ADULTOS;5206000;1
NO REPORTADO;ANTIOQUIA;EL CARMEN DE VIBORAL;27/07/2018;;FEMENINO;MENORES;5148000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);27/07/2018;;FEMENINO;MENORES;5001000;2
NO REPORTADO;ANTIOQUIA;PUERTO BERRÍO;27/07/2018;;FEMENINO;ADULTOS;5579000;1
NO REPORTADO;ANTIOQUIA;PUERTO BERRÍO;27/07/2018;;MASCULINO;ADOLESCENTES;5579000;1
NO REPORTADO;ANTIOQUIA;RETIRO;27/07/2018;;FEMENINO;ADULTOS;5607000;1
NO REPORTADO;ATLÁNTICO;MANATÍ;27/07/2018;;FEMENINO;ADOLESCENTES;8436000;1
NO REPORTADO;BOLÍVAR;SIMITÍ;27/07/2018;;MASCULINO;ADULTOS;13744000;1
NO REPORTADO;CAUCA;SAN SEBASTIÁN;27/07/2018;;FEMENINO;ADULTOS;19693000;1
NO REPORTADO;CESAR;AGUACHICA;27/07/2018;;FEMENINO;ADULTOS;20011000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/07/2018;;FEMENINO;ADOLESCENTES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/07/2018;;FEMENINO;ADULTOS;11001000;6
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/07/2018;;FEMENINO;MENORES;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/07/2018;;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;MADRID;27/07/2018;;FEMENINO;ADULTOS;25430000;2
NO REPORTADO;CUNDINAMARCA;SIMIJACA;27/07/2018;;MASCULINO;ADULTOS;25745000;1
NO REPORTADO;CUNDINAMARCA;SOACHA;27/07/2018;;FEMENINO;ADULTOS;25754000;2
NO REPORTADO;CUNDINAMARCA;ZIPAQUIRÁ;27/07/2018;;FEMENINO;MENORES;25899000;1
NO REPORTADO;META;ACACÍAS;27/07/2018;;MASCULINO;ADULTOS;50006000;2
NO REPORTADO;META;PUERTO LÓPEZ;27/07/2018;;FEMENINO;ADOLESCENTES;50573000;1
NO REPORTADO;RISARALDA;PEREIRA (CT);27/07/2018;;FEMENINO;ADULTOS;66001000;1
NO REPORTADO;SANTANDER;BARRANCABERMEJA;27/07/2018;;FEMENINO;MENORES;68081000;1
NO REPORTADO;TOLIMA;IBAGUÉ (CT);27/07/2018;;FEMENINO;ADULTOS;73001000;1
NO REPORTADO;TOLIMA;VILLAHERMOSA;27/07/2018;;FEMENINO;MENORES;73870000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;BARRANQUILLA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;8001000;2
SIN EMPLEO DE ARMAS;ATLÁNTICO;BARRANQUILLA (CT);27/07/2018;;MASCULINO;ADULTOS;8001000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;SOLEDAD;27/07/2018;;FEMENINO;ADOLESCENTES;8758000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;SOLEDAD;27/07/2018;;FEMENINO;ADULTOS;8758000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;SOLEDAD;27/07/2018;;MASCULINO;ADULTOS;8758000;1
SIN EMPLEO DE ARMAS;BOLÍVAR;CARTAGENA (CT);27/07/2018;;MASCULINO;ADULTOS;13001000;1
SIN EMPLEO DE ARMAS;BOLÍVAR;SAN PABLO;27/07/2018;;FEMENINO;MENORES;13670000;2
SIN EMPLEO DE ARMAS;BOYACÁ;TOGÜÍ;27/07/2018;;FEMENINO;MENORES;15816000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TUNJA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;15001000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);27/07/2018;;FEMENINO;ADULTOS;17001000;1
SIN EMPLEO DE ARMAS;CAQUETÁ;FLORENCIA (CT);27/07/2018;;FEMENINO;MENORES;18001000;1
SIN EMPLEO DE ARMAS;CAUCA;SANTANDER DE QUILICHAO;27/07/2018;;FEMENINO;ADOLESCENTES;19698000;1
SIN EMPLEO DE ARMAS;CESAR;VALLEDUPAR (CT);27/07/2018;;FEMENINO;ADULTOS;20001000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;MONTERÍA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;23001000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;SAN PELAYO;27/07/2018;;FEMENINO;MENORES;23686000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;FACATATIVÁ;27/07/2018;;FEMENINO;ADOLESCENTES;25269000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/07/2018;;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NORTE DE SANTANDER;CÚCUTA (CT);27/07/2018;;FEMENINO;ADOLESCENTES;54001000;1
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);27/07/2018;;FEMENINO;ADULTOS;68001000;1
